PM2.5,PM10,NO,NO2,NOx,CO,SO2,AQI
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.034718,0.118118,0.029873,0.07979,0.086821,0.066492,0.007067,0.075375
0.028686,0.118118,0.02506,0.077609,0.081111,0.055799,0.008254,0.12721
0.043571,0.118118,0.026698,0.087824,0.090007,0.059439,0.008718,0.117878
0.031707,0.118118,0.026596,0.044119,0.056455,0.059212,0.008202,0.119352
0.030928,0.118118,0.023985,0.027885,0.0417,0.05341,0.008047,0.119843
0.021927,0.118118,0.023089,0.020652,0.03537,0.051419,0.008202,0.098232
0.036886,0.118118,0.021348,0.017973,0.03182,0.047551,0.008357,0.100688
0.042307,0.118118,0.022168,0.007675,0.024528,0.049371,0.008666,0.098723
0.057066,0.118118,0.020709,0.007648,0.023288,0.046129,0.007274,0.095285
0.051582,0.118118,0.01884,0.004528,0.01931,0.041977,0.007377,0.076621
0.037718,0.118118,0.019147,0.004583,0.019524,0.04266,0.007841,0.075375
0.048697,0.118118,0.018635,0.004942,0.01946,0.041522,0.009234,0.075375
0.041171,0.118118,0.017995,0.005218,0.019139,0.0401,0.00717,0.075375
0.047645,0.118118,0.017099,0.006875,0.019888,0.038109,0.004591,0.075375
0.045866,0.118118,0.019659,0.010823,0.024849,0.043797,0.006758,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.036686,0.118118,0.062561,0.032358,0.058059,0.139127,0.075264,0.075375
0.040097,0.118118,0.119004,0.132662,0.094049,0.264547,0.119267,0.89833
0.038349,0.118118,0.002457,0.102485,0.047858,0.005574,0.098014,0.028978
0.043013,0.118118,0.010418,0.101491,0.05344,0.023264,0.087697,0.03831
0.035949,0.118118,0.015359,0.094892,0.044758,0.034242,0.073046,0.054519
0.034612,0.118118,0.012543,0.101574,0.055428,0.027985,0.075574,0.064833
0.043529,0.118118,0.257897,0.150994,0.103543,0.573176,0.081197,0.238703
0.033339,0.118118,0.004224,0.062783,0.039561,0.009499,0.079752,0.267191
0.035202,0.118118,0.004915,0.085229,0.059598,0.011035,0.07351,0.049607
0.032381,0.118118,0.006527,0.069409,0.05175,0.014618,0.087748,0.066306
0.032033,0.118118,0.004147,0.10704,0.078053,0.009328,0.081455,0.04224
0.036423,0.118118,0.017022,0.108283,0.082758,0.037939,0.077689,0.051081
0.045971,0.118118,0.022603,0.110271,0.086201,0.050338,0.079237,0.128684
0.048929,0.118118,0.009855,0.091745,0.071702,0.022012,0.077328,0.083497
0.038423,0.118118,0.04797,0.056074,0.07059,0.106706,0.08651,0.158644
0.03877,0.118118,0.067808,0.064246,0.102111,0.150788,0.070828,0.223477
0.048582,0.118118,0.221932,0.081861,0.248893,0.49326,0.073768,0.374754
0.05095,0.118118,0.215507,0.084622,0.245643,0.478983,0.080784,0.388998
0.042255,0.118118,0.185737,0.078023,0.215662,0.412832,0.075419,0.339882
0.035223,0.118118,0.203527,0.083959,0.235122,0.452363,0.07707,0.357073
0.030865,0.118118,0.214253,0.082109,0.242649,0.476196,0.078927,0.362475
0.046897,0.118118,0.229944,0.080977,0.254881,0.511063,0.073098,0.38556
0.053276,0.118118,0.027159,0.035864,0.042512,0.060463,0.06732,0.236248
0.035676,0.118118,0.012901,0.036996,0.034493,0.028781,0.100748,0.108546
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.046171,0.118118,0.007039,0.077526,0.0485,0.015756,0.079237,0.075375
0.098216,0.118118,0.02483,0.076946,0.074311,0.055287,0.067939,0.154224
0.040023,0.118118,0.017765,0.062452,0.063255,0.039588,0.076038,0.119843
0.021212,0.118118,0.026596,0.050028,0.061031,0.059212,0.077379,0.140963
0.010958,0.118118,0.032176,0.049144,0.06503,0.071611,0.07351,0.145383
0.031402,0.118118,0.034583,0.04053,0.060347,0.076958,0.075058,0.148821
0.063309,0.118118,0.022065,0.036554,0.046811,0.049144,0.078875,0.138998
0.089542,0.118118,0.020785,0.035616,0.044993,0.0463,0.0748,0.111493
0.058435,0.118118,0.0214,0.037107,0.046682,0.047665,0.085582,0.10167
0.179146,0.118118,0.039548,0.049337,0.071274,0.087993,0.073253,0.219548
0.036855,0.118118,0.019557,0.04434,0.050745,0.04357,0.083157,0.1611
0.039623,0.118118,0.016306,0.026173,0.033958,0.036346,0.08326,0.099705
0.034465,0.118118,0.015512,0.033379,0.044779,0.034583,0.063348,0.079077
0.056277,0.118118,0.030666,0.03915,0.056818,0.068256,0.084137,0.117387
0.05074,0.118118,0.027876,0.042822,0.056519,0.062056,0.083312,0.132613
0.066561,0.118118,0.022526,0.036499,0.054744,0.050168,0.127934,0.132122
0.042518,0.118118,0.018942,0.028382,0.049762,0.042205,0.06309,0.086444
0.032749,0.118118,0.022756,0.027416,0.040331,0.05068,0.110756,0.093811
0.035497,0.118118,0.023371,0.033711,0.045699,0.052045,0.091153,0.095285
0.037802,0.118118,0.025674,0.026891,0.042341,0.057164,0.085891,0.100688
0.061087,0.118118,0.026852,0.023909,0.041015,0.05978,0.109311,0.112967
0.048424,0.118118,0.02483,0.02413,0.039476,0.055287,0.089038,0.101179
0.054982,0.118118,0.027569,0.025456,0.042812,0.061373,0.101161,0.114931
0.049097,0.118118,0.025751,0.025649,0.042191,0.057335,0.091617,0.109037
0.046897,0.118118,0.02675,0.020375,0.038193,0.059553,0.090843,0.108546
0.032391,0.118118,0.023908,0.021673,0.036824,0.053239,0.090637,0.100196
0.050139,0.118118,0.024599,0.023136,0.038535,0.054775,0.087387,0.102652
0.037528,0.118118,0.023959,0.022446,0.03892,0.053353,0.086201,0.111984
0.038318,0.118118,0.024497,0.019492,0.035626,0.054548,0.091566,0.104126
0.03557,0.118118,0.025905,0.021563,0.039069,0.057676,0.092443,0.111984
0.035991,0.118118,0.025982,0.019685,0.036995,0.057847,0.096724,0.11002
0.054856,0.118118,0.027338,0.019713,0.038171,0.060861,0.084137,0.116896
0.037844,0.118118,0.025316,0.023854,0.039689,0.056368,0.099458,0.10167
0.039886,0.118118,0.024907,0.025373,0.040523,0.055458,0.098323,0.102161
0.033581,0.118118,0.024267,0.021618,0.037081,0.054036,0.086974,0.104617
0.018948,0.118118,0.018635,0.019354,0.03676,0.041522,0.079856,0.095776
0.029328,0.118118,0.024318,0.026339,0.045036,0.054149,0.074645,0.086935
0.038391,0.118118,0.025726,0.029459,0.045036,0.057278,0.093939,0.116405
0.058603,0.118118,0.028541,0.035478,0.051387,0.063534,0.091514,0.131139
0.059972,0.118118,0.034966,0.033076,0.054894,0.077811,0.094661,0.14391
